event,date,fight_url,fighter_a,fighter_b,winner,method,round,time,weight_class
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/46f81d5ecd974c1c,Nurullo Aliev,Shem Rock,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/9027e156c6f1988a,Denzel Freeman,Marek Bujlo,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/856f6ee049373843,Islam Makhachev,Jack Della Maddalena,Draw/NC,U-DEC,5,5:00,Welterweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/7606f6b6c19f2d73,Valentina Shevchenko,Zhang Weili,Draw/NC,U-DEC,5,5:00,Women's Flyweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/477af74ea3cbba8b,Michael Morales,Sean Brady,Draw/NC,"KO/TKO

      

        Punches",1,3:27,Welterweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/3c60884853766487,Carlos Prates,Leon Edwards,Draw/NC,"KO/TKO

      

        Punch",2,1:28,Welterweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/9b5f190cd3f5ce16,Benoit Saint Denis,Beneil Dariush,Draw/NC,"KO/TKO

      

        Punch",1,0:16,Lightweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/292b83afa418635f,Bo Nickal,Rodolfo Vieira,Draw/NC,"KO/TKO

      

        Kick",3,2:24,Middleweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/ebb012c5f3fd0cbb,Gregory Rodrigues,Roman Kopylov,Draw/NC,U-DEC,3,5:00,Middleweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/909cd8633507a0c8,Erin Blanchfield,Tracy Cortez,Draw/NC,"SUB

      

        Rear Naked Choke",2,4:44,Women's Flyweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/e313286b307334a7,Ethyn Ewing,Malcolm Wellmaker,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/9bbdc2a2ab334541,Kyle Daukaus,Gerald Meerschaert,Draw/NC,"SUB

      

        D'Arce Choke",1,0:50,Middleweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/e3cbd663732f4a98,Pat Sabatini,Chepe Mariscal,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/6c2c6a6e3f4d04db,Fatima Kline,Angela Hill,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/c037cf1f7b429d5e,Baisangur Susurkaev,Eric McConico,Draw/NC,"KO/TKO

      

        Punch",3,1:38,Middleweight
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/1a5378e32e8519ef,Matheus Camilo,Viacheslav Borshchev,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/4e224ebb6394611d,Gabriel Bonfim,Randy Brown,Draw/NC,"KO/TKO

      

        Knee",2,1:40,Welterweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/f7e9bd2d6f81aeae,Joseph Morales,Matt Schnell,Draw/NC,"SUB

      

        Guillotine Choke",1,2:54,Flyweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/b23fa678cc65cf5b,Uros Medic,Muslim Salikhov,Draw/NC,"KO/TKO

      

        Punch",1,1:03,Welterweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/20971ed9a842b0cb,Chris Padilla,Ismael Bonfim,Draw/NC,"KO/TKO

      

        Punches",2,4:30,Lightweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/ac4343150638b635,Christian Leroy Duncan,Marco Tulio,Draw/NC,"KO/TKO

      

        Punch",2,3:20,Middleweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/e3d657dd88864ba7,Jamall Emmers,Hyder Amil,Draw/NC,U-DEC,3,5:00,Featherweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/c6d56aad93f98249,Raoni Barcelos,Ricky Simon,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/80eae31bc0a94a65,Jacqueline Cavalcanti,Mayra Bueno Silva,Draw/NC,U-DEC,3,5:00,Women's Bantamweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/87dcb3eab20f6ac1,Josh Hokit,Max Gimenis,Draw/NC,"KO/TKO

      

        Punches",1,0:56,Heavyweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/9126633d921afb57,Denise Gomes,Tecia Pennington,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/238c274c90587e21,Daniel Marcos,Miles Johns,Draw/NC,"SUB

      

        Rear Naked Choke",2,4:23,Bantamweight
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/84b66bf7fba2d59d,Zach Reese,Jackson McVey,Draw/NC,"SUB

      

        Rear Naked Choke",2,1:38,Catch Weight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/747d922b329b7f30,Steve Garcia,David Onama,Draw/NC,"KO/TKO

      

        Punches",1,3:34,Featherweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/9d9390b550d77e06,Waldo Cortes Acosta,Ante Delija,Draw/NC,"KO/TKO

      

        Punch",1,3:59,Heavyweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/b0f68344e01884ff,Jeremiah Wells,Themba Gorimbo,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/767b78b67c7da17c,Yadier del Valle,Isaac Dulgarian,Draw/NC,"SUB

      

        Rear Naked Choke",1,3:41,Featherweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/71c8ca7442bcb757,Charles Radtke,Daniel Frunza,Draw/NC,"SUB

      

        Rear Naked Choke",3,4:29,Welterweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/f41c2c82d5117230,Allan Nascimento,Cody Durden,Draw/NC,"SUB

      

        Anaconda Choke",2,3:13,Catch Weight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/f063bcccbbb9edc5,Billy Elekana,Kevin Christian,Draw/NC,"SUB

      

        Rear Naked Choke",1,3:33,Light Heavyweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/58f6248da3cdf3ce,Timmy Cuamba,ChangHo Lee,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/c245be6698c1e378,Donte Johnson,Sedriques Dumas,Draw/NC,"SUB

      

        Guillotine Choke",2,1:25,Middleweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/760150e9951e65fa,Norma Dumont,Ketlen Vieira,Draw/NC,S-DEC,3,5:00,Women's Bantamweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/32927d50acedb507,Alice Ardelean,Montserrat Conejo Ruiz,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/e6031b5937294176,Seokhyeon Ko,Phil Rowe,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/7add5901fac6ab82,Talita Alencar,Ariane Carnelossi,Draw/NC,"SUB

      

        Rear Naked Choke",3,4:36,Women's Strawweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/6390c8e74630473e,Tom Aspinall,Ciryl Gane,Draw/NC,CNC,1,4:35,Heavyweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/7d3da3c4153717de,Mackenzie Dern,Virna Jandiroba,Draw/NC,U-DEC,5,5:00,Women's Strawweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/e69f9b4b9cae12a4,Umar Nurmagomedov,Mario Bautista,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/b42a3386a7dccb3d,Alexander Volkov,Jailton Almeida,Draw/NC,S-DEC,3,5:00,Heavyweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/ef12d2aaaadaf6d0,Azamat Murzakanov,Aleksandar Rakic,Draw/NC,"KO/TKO

      

        Punch",1,3:11,Light Heavyweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/cb902d73389ed34b,Quillan Salkilld,Nasrat Haqparast,Draw/NC,"KO/TKO

      

        Kick",1,2:30,Lightweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/0230a9dd2739add4,Ikram Aliskerov,JunYong Park,Draw/NC,U-DEC,3,5:00,Middleweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/e9c034cec33b3479,Ludovit Klein,Mateusz Rebecki,Draw/NC,M-DEC,3,5:00,Lightweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/f2c2a49fed32bd75,Valter Walker,Louie Sutherland,Draw/NC,"SUB

      

        Heel Hook",1,1:24,Heavyweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/bd7394f07247d9ca,Nathaniel Wood,Jose Delgado,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/3fdb4c4b39218cf4,Hamdy Abdelwahab,Chris Barnett,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/22dd728012944f0a,Mitch Raposo,Azat Maksum,Draw/NC,U-DEC,3,5:00,Flyweight
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/ef1519c8c1d20977,Mizuki,Jaqueline Amorim,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/d61373d9fdf01a12,Brendan Allen,Reinier de Ridder,Draw/NC,KO/TKO,4,5:00,Middleweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/cdd565a16975c711,Mike Malott,Kevin Holland,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/857d274e47aa8c4e,Aiemann Zahabi,Marlon Vera,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/c82acd7b17915591,Manon Fiorot,Jasmine Jasudavicius,Draw/NC,"KO/TKO

      

        Punches",1,1:14,Women's Flyweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/a18edcb638ba7e39,Charles Jourdain,Davey Grant,Draw/NC,"SUB

      

        Guillotine Choke",1,3:05,Bantamweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/3af1bdc5a510bba9,Kyle Nelson,Matt Frevola,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/ecdbb3a5216b815e,Drew Dober,Kyle Prepolec,Draw/NC,"KO/TKO

      

        Punches",3,1:16,Lightweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/970f083af8368f57,Aoriqileng,Cody Gibson,Draw/NC,"KO/TKO

      

        Punch",1,0:21,Bantamweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/668a44403a130043,Bruno Silva,HyunSung Park,Draw/NC,"SUB

      

        Rear Naked Choke",3,2:15,Flyweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/096e00355c8c84ac,Djorden Santos,Danny Barlow,Draw/NC,U-DEC,3,5:00,Middleweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/8d9458121f0c4b95,Stephanie Luciano,Ravena Oliveira,Draw/NC,"SUB

      

        Rear Naked Choke",3,2:50,Women's Strawweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/87ac0e5face106b4,Yousri Belgaroui,Azamat Bekoev,Draw/NC,"KO/TKO

      

        Punches",3,0:55,Middleweight
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",http://www.ufcstats.com/fight-details/dec301fd5e99ca46,Melissa Croden,Tainara Lisboa,Draw/NC,"KO/TKO

      

        Punches",3,4:32,Women's Bantamweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/79865287be90e4be,Charles Oliveira,Mateusz Gamrot,Draw/NC,"SUB

      

        Rear Naked Choke",2,2:48,Lightweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/f295eb2a7b0ba4b7,Deiveson Figueiredo,Montel Jackson,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/6188b7fb3f8daacc,Joel Alvarez,Vicente Luque,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/03377f7bf8a2d5ff,Mario Pinto,Jhonata Diniz,Draw/NC,"KO/TKO

      

        Punches",2,4:10,Heavyweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/2aef1a91d26dde42,Kaan Ofli,Ricardo Ramos,Draw/NC,"SUB

      

        Rear Naked Choke",1,3:02,Featherweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/cff0abc02974fb4a,Michael Aswell Jr.,Lucas Almeida,Draw/NC,"KO/TKO

      

        Punches",1,1:42,Featherweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/766b0b26c40525de,Jafel Filho,Clayton Carpenter,Draw/NC,"SUB

      

        Kimura",1,4:42,Flyweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/a815dafc89adf33b,Vitor Petrino,Thomas Petersen,Draw/NC,"KO/TKO

      

        Punch",3,0:26,Heavyweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/546f971f9d8e0a33,Bia Mesquita,Irina Alekseeva,Draw/NC,"SUB

      

        Rear Naked Choke",2,2:14,Women's Bantamweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/434abaea90ccd299,Lucas Rocha,Stewart Nicoll,Draw/NC,U-DEC,3,5:00,Flyweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/c547b3e95bcc5f24,Julia Polastri,Karolina Kowalkiewicz,Draw/NC,"KO/TKO

      

        Punches",3,2:56,Women's Strawweight
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",http://www.ufcstats.com/fight-details/0f9e7d0d04e24b74,Luan Lacerda,Saimon Oliveira,Draw/NC,"SUB

      

        Armbar",2,3:55,Bantamweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/0de1ef0b9f3a79c0,Alex Pereira,Magomed Ankalaev,Draw/NC,"KO/TKO

      

        Elbows",1,1:20,Light Heavyweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/a8511df8285f5c91,Merab Dvalishvili,Cory Sandhagen,Draw/NC,U-DEC,5,5:00,Bantamweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/2560ea97b2cce4ef,Jiri Prochazka,Khalil Rountree Jr.,Draw/NC,"KO/TKO

      

        Punches",3,3:04,Light Heavyweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/84ebd144d5e79c88,Youssef Zalal,Josh Emmett,Draw/NC,"SUB

      

        Armbar",1,1:38,Featherweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/d006dd2513bd376d,Joe Pyfer,Abus Magomedov,Draw/NC,"SUB

      

        Rear Naked Choke",2,1:46,Middleweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/9418ebb3db2a4bae,Ateba Gautier,Tre'ston Vines,Draw/NC,"KO/TKO

      

        Punches",1,1:41,Middleweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/7b34aa1eb09b8301,Daniel Santos,JooSang Yoo,Draw/NC,"KO/TKO

      

        Punch",2,0:21,Catch Weight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/b09ecdc8ef0f0d20,Jakub Wiklacz,Patchy Mix,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/1c7cc3a22ab7d907,Edmen Shahbazyan,Andre Muniz,Draw/NC,"KO/TKO

      

        Elbows",1,4:58,Middleweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/a951090fb402fd20,Punahele Soriano,Nikolay Veretennikov,Draw/NC,U-DEC,3,5:00,Welterweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/8353b491afa7bc32,Yana Santos,Macy Chiasson,Draw/NC,U-DEC,3,5:00,Women's Bantamweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/e53fd165a3bc1f8e,Farid Basharat,Chris Gutierrez,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/b98bc1ecb94ef4a5,Ramiz Brahimaj,Austin Vanderford,Draw/NC,"SUB

      

        Guillotine Choke",2,2:24,Welterweight
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",http://www.ufcstats.com/fight-details/98883348ddb3be33,Veronica Hardy,Brogan Walker,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/a3ee907c77544cde,Carlos Ulberg,Dominick Reyes,Draw/NC,"KO/TKO

      

        Punches",1,4:27,Light Heavyweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/f5fb8b182020c59d,Jimmy Crute,Ivan Erslan,Draw/NC,"SUB

      

        Rear Naked Choke",1,3:19,Light Heavyweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/38248c5d13f273e6,Jack Jenkins,Ramon Taveras,Draw/NC,U-DEC,3,5:00,Featherweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/1ff24d5f760e0491,Neil Magny,Jake Matthews,Draw/NC,"SUB

      

        D'Arce Choke",3,3:08,Welterweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/8abad36b4c5e4070,Tom Nolan,Charlie Campbell,Draw/NC,"SUB

      

        Rear Naked Choke",1,4:08,Lightweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/dc31d3260dea7dcf,Navajo Stirling,Rodolfo Bellato,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/93a0a19c2c1cfe66,Cam Rowston,Andre Petroski,Draw/NC,"KO/TKO

      

        Punches",1,2:41,Middleweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/e2dc4fb7b5c0ce76,Jamie Mullarkey,Rolando Bedoya,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/81127436605d3c88,Colby Thicknesse,Josias Musasa,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/44cd8c9f622e155f,Michelle Montague,Luana Carolina,Draw/NC,U-DEC,3,5:00,Women's Bantamweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/140937779a2466a7,Brando Pericic,Elisha Ellison,Draw/NC,"KO/TKO

      

        Punches",1,1:55,Heavyweight
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",http://www.ufcstats.com/fight-details/e35f7504d83b8b07,Alexia Thainara,Loma Lookboonmee,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",http://www.ufcstats.com/fight-details/de1a3734be60e6a1,Diego Lopes,Jean Silva,Draw/NC,"KO/TKO

      

        Punches",2,4:48,Featherweight
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",http://www.ufcstats.com/fight-details/944b929130b23c2a,David Martinez,Rob Font,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",http://www.ufcstats.com/fight-details/7cbfeba85f86d1bf,Rafa Garcia,Jared Gordon,Draw/NC,"KO/TKO

      

        Elbows",3,2:27,Lightweight
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",http://www.ufcstats.com/fight-details/114d2f6fcd3f6f00,Kelvin Gastelum,Dustin Stoltzfus,Draw/NC,U-DEC,3,5:00,Middleweight
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",http://www.ufcstats.com/fight-details/202c47db69768356,Alexander Hernandez,Diego Ferreira,Draw/NC,"KO/TKO

      

        Punches",2,3:46,Lightweight
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",http://www.ufcstats.com/fight-details/8a884a7930d75ca9,Santiago Luna,Quang Le,Draw/NC,"KO/TKO

      

        Punch",1,2:48,Bantamweight
